Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date,,
Schiller-Mitchell,Germany,52.520008,13.404954,Education & Science,Medium (201-500),John Smith,17/04/2024,Services,Sales Accepted,4,,,5999,50,23/06/2024,,,
"Heller, Prohaska and Wolff",Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Laura Thompson,25/03/2024,Services,Sales Accepted,4,,,3010,10,16/09/2024,,,
Murray and Sons,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Laura Thompson,31/01/2024,SAAS,Sales Accepted,4,,,7709,70,31/03/2024,,,
"Stark, Sporer and Jenkins",Austria,48.210033,16.363449,Government Administration Healthcare,Medium (201-500),Kevin Anderson,05/03/2024,SAAS,Sales Accepted,4,,,7536,40,10/09/2024,,,
Brakus-Kub,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Kevin Anderson,08/01/2024,SAAS,Sales Accepted,4,,,1519,20,25/04/2024,,,
Reichel-Wilkinson,Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Laura Thompson,12/05/2024,Services,Sales Accepted,4,,,2395,40,20/02/2025,,,
Wisozk Inc,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Michael Brown,23/02/2024,Services,Sales Accepted,4,,,233,20,25/04/2024,,,
Tromp and Sons,Switzerland,46.204391,6.143158,Recreation & Sports,Medium (201-500),Jessica Martinez,11/04/2024,SAAS,Sales Accepted,4,,,7912,30,01/12/2024,,,
Raynor and Sons,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Michael Brown,09/03/2024,Services,Sales Accepted,4,,,6599,30,27/12/2024,,,
"Olson, Hamill and Jast",Spain,40.416775,-3.703790,Transportation & Logistics,Medium (201-500),Laura Thompson,08/03/2024,Services,Sales Accepted,4,,,3653,10,13/08/2024,,,
"Kirlin, Kemmer and Hegmann",Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Kevin Anderson,15/04/2024,SAAS,Sales Accepted,4,,,6335,40,27/01/2025,,,
"Schowalter, Carroll and Harris",Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Laura Thompson,20/01/2024,Services,Sales Accepted,4,,,5823,50,10/09/2024,,,
Rowe Inc,Spain,40.416775,-3.703790,Energy & Utilities,Medium (201-500),Laura Thompson,19/04/2024,Services,Sales Accepted,4,,,520,80,19/07/2024,,,
Schinner-Ullrich,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Laura Thompson,01/05/2024,Services,Sales Accepted,4,,,2511,10,22/03/2025,,,
"Torphy, Deckow and Tremblay",Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Laura Thompson,03/01/2024,SAAS,Sales Accepted,4,,,5998,100,11/10/2024,,,
Kuphal Group,Switzerland,46.204391,6.143158,Entertainment & Media & Hospitality,Medium (201-500),Michael Brown,19/04/2024,SAAS,Sales Accepted,4,,,2733,30,27/02/2025,,,
Breitenberg Group,Germany,52.520008,13.404954,Entertainment & Media & Hospitality,Medium (201-500),Laura Thompson,29/01/2024,SAAS,Sales Accepted,4,,,7415,80,14/06/2024,,,
"Von, Predovic and McLaughlin",Portugal,38.736946,-9.142685,Education & Science,Medium (201-500),David Wilson,06/03/2024,Services,Sales Accepted,4,,,6237,30,15/06/2024,,,
Walsh-McLaughlin,Switzerland,46.204391,6.143158,Government Administration Healthcare,Medium (201-500),John Smith,28/05/2024,Custom solution,Sales Accepted,4,,,822,20,30/10/2024,,,
"Cassin, McClure and Torp",France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Michael Brown,02/05/2024,Services,Sales Accepted,4,,,4686,30,13/06/2024,,,
Schneider-Stracke,Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Jessica Martinez,30/05/2024,Services,Sales Accepted,4,,,6335,50,05/01/2025,,,
"Welch, Rowe and Harber",Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),Michael Brown,09/01/2024,SAAS,Sales Accepted,4,,,367,20,15/12/2024,,,
"Hammes, Rohan and Leannon",Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Emily Johnson,16/01/2024,SAAS,Sales Accepted,4,,,6868,50,28/10/2024,,,
"Kris, Farrell and Auer",Germany,52.520008,13.404954,Government Administration Healthcare,Medium (201-500),John Smith,11/03/2024,Custom solution,Sales Accepted,4,,,4594,40,20/05/2024,,,
Littel-Wehner,Belgium,51.260197,4.402771,Recreation & Sports,Medium (201-500),Kevin Anderson,01/05/2024,Custom solution,Sales Accepted,4,,,4181,50,06/10/2024,,,
"Hettinger, D'Amore and Gislason",Austria,48.210033,16.363449,Telecommunications,Medium (201-500),Jessica Martinez,11/03/2024,Services,Sales Accepted,4,,,4962,50,30/11/2024,,,
Lesch and Sons,Germany,52.520008,13.404954,IT & IT Services,Medium (201-500),Michael Brown,25/05/2024,Services,Sales Accepted,4,,,1517,60,25/04/2025,,,
Emard Inc,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),John Smith,27/01/2024,SAAS,Sales Accepted,4,,,3352,100,22/09/2024,,,
Deckow-Vandervort,Italy,41.902782,12.496366,Recreation & Sports,Medium (201-500),Laura Thompson,02/02/2024,SAAS,Sales Accepted,4,,,6861,40,25/06/2024,,,
Hartmann-Ferry,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Michael Brown,21/02/2024,SAAS,Sales Accepted,4,,,5533,20,31/07/2024,,,
Metz-Kilback,Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Medium (201-500),Michael Brown,22/02/2024,Custom solution,Sales Accepted,4,,,1742,20,04/07/2024,,,
Ledner-Wilkinson,France,48.864716,2.349014,Energy & Utilities,Medium (201-500),Kevin Anderson,03/05/2024,Custom solution,Sales Accepted,4,,,7534,20,22/12/2024,,,
Keeling-Bogan,Netherlands,52.370216,4.895168,Telecommunications,Medium (201-500),John Smith,23/04/2024,SAAS,Sales Accepted,4,,,787,30,19/12/2024,,,
"Mante, Witting and Hoppe",Italy,41.902782,12.496366,Retail & Distribution,Medium (201-500),John Smith,30/03/2024,SAAS,Sales Accepted,4,,,6798,20,20/01/2025,,,
Krajcik-Boehm,Belgium,51.260197,4.402771,Retail & Distribution,Medium (201-500),Michael Brown,13/04/2024,Services,Sales Accepted,4,,,1167,80,29/03/2025,,,
Koepp-Stanton,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),David Wilson,17/01/2024,Custom solution,Sales Accepted,4,,,2117,40,25/04/2024,,,
Reynolds-Weissnat,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Michael Brown,09/03/2024,Services,Sales Accepted,4,,,1669,30,23/09/2024,,,
Bins-Barrows,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Laura Thompson,31/01/2024,Services,Sales Accepted,4,,,4026,40,26/08/2024,,,
"Hamill, Herman and Schamberger",Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Emily Johnson,05/05/2024,Custom solution,Sales Accepted,4,,,5321,10,27/08/2024,,,
Sawayn-Kuhic,Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Laura Thompson,25/03/2024,Services,Sales Accepted,4,,,4667,60,25/03/2025,,,
Considine-Kris,Austria,48.210033,16.363449,Retail & Distribution,Medium (201-500),Laura Thompson,30/03/2024,Services,Sales Accepted,4,,,6981,60,29/07/2024,,,
Nolan Inc,Germany,52.520008,13.404954,Energy & Utilities,Medium (201-500),Kevin Anderson,02/01/2024,SAAS,Sales Accepted,4,,,1079,40,11/11/2024,,,
Kuhn Group,Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),Michael Brown,20/04/2024,Services,Sales Accepted,4,,,3445,20,06/02/2025,,,
Greenholt Inc,Portugal,38.736946,-9.142685,Energy & Utilities,Medium (201-500),Michael Brown,02/02/2024,SAAS,Sales Accepted,4,,,2714,50,05/08/2024,,,
Schowalter-Bartoletti,Belgium,51.260197,4.402771,Telecommunications,Medium (201-500),Jessica Martinez,03/05/2024,Services,Sales Accepted,4,,,3341,70,31/03/2025,,,
Satterfield-Jast,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Emily Johnson,21/05/2024,Services,Sales Accepted,4,,,3270,20,01/09/2024,,,
Beer-Lueilwitz,Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),Jessica Martinez,22/01/2024,Services,Sales Accepted,4,,,5018,60,29/08/2024,,,
Stark and Sons,Netherlands,52.370216,4.895168,Agriculture & Mining,Medium (201-500),John Smith,31/05/2024,Custom solution,Sales Accepted,4,,,4354,60,26/01/2025,,,
"Hoppe, Larson and Rolfson",Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Medium (201-500),Laura Thompson,21/05/2024,Custom solution,Sales Accepted,4,,,977,30,09/11/2024,,,
"Jakubowski, Carroll and Jacobi",Austria,48.210033,16.363449,Government Administration Healthcare,Medium (201-500),Michael Brown,30/05/2024,Custom solution,Sales Accepted,4,,,2695,40,13/02/2025,,,
Ferry and Sons,Germany,52.520008,13.404954,Agriculture & Mining,Medium (201-500),David Wilson,17/05/2024,Custom solution,Sales Accepted,4,,,3064,20,16/08/2024,,,
"Muller, Ullrich and Auer",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Michael Brown,27/04/2024,Services,Sales Accepted,4,,,6161,40,30/11/2024,,,
Terry-Mayer,Germany,52.520008,13.404954,Recreation & Sports,Medium (201-500),David Wilson,19/05/2024,SAAS,Sales Accepted,4,,,2689,30,04/05/2025,,,
"Nitzsche, Maggio and Leuschke",Netherlands,52.370216,4.895168,Construction & Engineering,Medium (201-500),Laura Thompson,03/01/2024,Services,Sales Accepted,4,,,3957,30,06/07/2024,,,
Luettgen-Jaskolski,Portugal,38.736946,-9.142685,Telecommunications,Medium (201-500),Laura Thompson,05/03/2024,Services,Sales Accepted,4,,,6202,20,11/09/2024,,,
"Hegmann, Schulist and Bogisich",Spain,40.416775,-3.703790,Retail & Distribution,Medium (201-500),Kevin Anderson,17/02/2024,Custom solution,Sales Accepted,4,,,7087,50,11/04/2024,,,
Cruickshank-Treutel,Portugal,38.736946,-9.142685,Retail & Distribution,Medium (201-500),Michael Brown,07/04/2024,Custom solution,Sales Accepted,4,,,6058,10,02/02/2025,,,
Legros-O'Connell,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Jessica Martinez,22/04/2024,Custom solution,Sales Accepted,4,,,344,40,15/09/2024,,,
Christiansen-Lakin,Netherlands,52.370216,4.895168,Construction & Engineering,Medium (201-500),Laura Thompson,02/04/2024,SAAS,Sales Accepted,4,,,6674,100,27/08/2024,,,
Ernser Group,Belgium,51.260197,4.402771,IT & IT Services,Medium (201-500),Laura Thompson,06/05/2024,SAAS,Sales Accepted,4,,,3578,40,30/04/2025,,,
Beahan LLC,Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Sarah Davis,13/04/2024,Services,Sales Accepted,4,,,632,50,18/06/2024,,,
"Hermiston, Funk and Anderson",France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Sarah Davis,10/01/2024,Services,Sales Accepted,4,,,7338,20,19/09/2024,,,
"Hermiston, Sanford and Kassulke",Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Laura Thompson,04/03/2024,Services,Sales Accepted,4,,,1963,20,10/08/2024,,,
Shields Inc,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Laura Thompson,18/02/2024,SAAS,Sales Accepted,4,,,1230,60,08/01/2025,,,
"Turcotte, Feil and Ziemann",Portugal,38.736946,-9.142685,Energy & Utilities,Medium (201-500),Laura Thompson,21/03/2024,Custom solution,Sales Accepted,4,,,2321,40,02/02/2025,,,
Blick-Kreiger,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Jessica Martinez,06/02/2024,Services,Sales Accepted,4,,,3026,30,16/06/2024,,,
"Friesen, Schmitt and Mante",Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Michael Brown,10/04/2024,Services,Sales Accepted,4,,,527,40,30/11/2024,,,
Beahan-Larson,France,48.864716,2.349014,Telecommunications,Medium (201-500),Emily Johnson,27/01/2024,Services,Sales Accepted,4,,,7041,30,01/01/2025,,,
"Wolff, Wolf and Kub",Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Kevin Anderson,12/05/2024,Services,Sales Accepted,4,,,3290,20,23/10/2024,,,
"Denesik, Hessel and Bechtelar",Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),John Smith,09/03/2024,Services,Sales Accepted,4,,,1197,10,23/06/2024,,,
Feil-Dickinson,Austria,48.210033,16.363449,Transportation & Logistics,Medium (201-500),Jessica Martinez,07/03/2024,Services,Sales Accepted,4,,,4953,70,03/04/2024,,,
Wunsch-Hagenes,Germany,52.520008,13.404954,Agriculture & Mining,Medium (201-500),Kevin Anderson,19/02/2024,SAAS,Sales Accepted,4,,,7503,70,03/04/2024,,,
Tromp-Labadie,Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),John Smith,20/05/2024,Services,Sales Accepted,4,,,7066,50,11/03/2025,,,
"Beahan, Moen and Franecki",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Jessica Martinez,18/05/2024,Services,Sales Accepted,4,,,4099,20,29/03/2025,,,
Ziemann-Waelchi,Germany,52.520008,13.404954,Telecommunications,Medium (201-500),David Wilson,01/03/2024,Custom solution,Sales Accepted,4,,,1722,50,10/08/2024,,,
"Weber, Watsica and MacGyver",Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Michael Brown,04/02/2024,Custom solution,Sales Accepted,4,,,5168,20,18/01/2025,,,
DuBuque-Olson,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Emily Johnson,22/02/2024,SAAS,Sales Accepted,4,,,2891,30,21/12/2024,,,
Donnelly LLC,Germany,52.520008,13.404954,Education & Science,Medium (201-500),Sarah Davis,27/04/2024,Custom solution,Sales Accepted,4,,,1649,50,05/07/2024,,,
"Hintz, Brakus and Paucek",Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Michael Brown,31/01/2024,Services,Sales Accepted,4,,,3200,30,20/11/2024,,,
"Bruen, Bednar and Hoppe",Austria,48.210033,16.363449,Government Administration Healthcare,Medium (201-500),David Wilson,09/02/2024,Services,Sales Accepted,4,,,3905,50,20/11/2024,,,
Zulauf Inc,Portugal,38.736946,-9.142685,Telecommunications,Medium (201-500),Laura Thompson,08/05/2024,Services,Sales Accepted,4,,,3917,40,02/10/2024,,,
"Funk, Hoppe and Breitenberg",Netherlands,52.370216,4.895168,Agriculture & Mining,Medium (201-500),Laura Thompson,19/02/2024,Custom solution,Sales Accepted,4,,,4027,10,20/11/2024,,,
McKenzie-Tromp,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Laura Thompson,22/05/2024,Custom solution,Sales Accepted,4,,,510,70,11/09/2024,,,
Keebler and Sons,France,48.864716,2.349014,Education & Science,Medium (201-500),Jessica Martinez,05/03/2024,Services,Sales Accepted,4,,,1421,70,05/10/2024,,,
"Conn, Doyle and Goodwin",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Michael Brown,21/05/2024,Services,Sales Accepted,4,,,6249,60,24/02/2025,,,
Fadel and Sons,Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),David Wilson,14/03/2024,Services,Sales Accepted,4,,,3162,30,07/03/2025,,,
"Dibbert, Green and Gleichner",Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Laura Thompson,14/02/2024,SAAS,Sales Accepted,4,,,2987,70,04/05/2024,,,
Vandervort LLC,Austria,48.210033,16.363449,Transportation & Logistics,Medium (201-500),Michael Brown,10/04/2024,Custom solution,Sales Accepted,4,,,6703,60,24/07/2024,,,
Buckridge-Hayes,Italy,41.902782,12.496366,Recreation & Sports,Medium (201-500),Emily Johnson,04/04/2024,Services,Sales Accepted,4,,,7574,70,01/12/2024,,,
Steuber LLC,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Laura Thompson,30/05/2024,SAAS,Sales Accepted,4,,,4596,40,02/03/2025,,,
Macejkovic and Sons,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Laura Thompson,14/03/2024,Services,Sales Accepted,4,,,465,40,03/03/2025,,,
Spencer and Sons,Belgium,51.260197,4.402771,Construction & Engineering,Medium (201-500),Sarah Davis,21/04/2024,Services,Sales Accepted,4,,,689,70,05/01/2025,,,
Wisozk Group,Germany,52.520008,13.404954,IT & IT Services,Medium (201-500),Jessica Martinez,21/01/2024,Services,Sales Accepted,4,,,3427,30,17/05/2024,,,
"Bashirian, Greenholt and Koch",Belgium,51.260197,4.402771,Construction & Engineering,Medium (201-500),Sarah Davis,11/02/2024,Services,Sales Accepted,4,,,1182,40,26/12/2024,,,
"Denesik, Rippin and Anderson",France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Laura Thompson,29/05/2024,Custom solution,Sales Accepted,4,,,4395,50,04/12/2024,,,
Mueller-Tromp,Italy,41.902782,12.496366,Recreation & Sports,Medium (201-500),Kevin Anderson,18/04/2024,SAAS,Sales Accepted,4,,,5571,100,13/08/2024,,,
"Dare, Witting and Goyette",Portugal,38.736946,-9.142685,Construction & Engineering,Medium (201-500),Michael Brown,12/04/2024,Services,Sales Accepted,4,,,2940,50,18/01/2025,,,
"Mitchell, Jaskolski and Haley",Portugal,38.736946,-9.142685,Education & Science,Medium (201-500),Kevin Anderson,25/01/2024,SAAS,Sales Accepted,4,,,2791,40,03/06/2024,,,
Reichert-Schneider,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),John Smith,18/04/2024,Custom solution,Sales Accepted,4,,,2109,30,16/12/2024,,,
Watsica Inc,Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Michael Brown,27/04/2024,Services,Sales Accepted,4,,,6720,10,28/08/2024,,,
Olson-Brown,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Jessica Martinez,16/03/2024,Services,Sales Accepted,4,,,4558,50,05/12/2024,,,
Altenwerth LLC,Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Jessica Martinez,02/01/2024,SAAS,Sales Accepted,4,,,2950,30,09/10/2024,,,
Grimes-Stehr,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Kevin Anderson,19/01/2024,Services,Sales Accepted,4,,,4249,40,27/09/2024,,,
Kub-Goyette,Switzerland,46.204391,6.143158,Government Administration Healthcare,Medium (201-500),Laura Thompson,27/02/2024,SAAS,Sales Accepted,4,,,4159,50,20/10/2024,,,
"Waelchi, Gutkowski and Ondricka",Germany,52.520008,13.404954,Government Administration Healthcare,Medium (201-500),Laura Thompson,08/04/2024,Services,Sales Accepted,4,,,6175,50,28/06/2024,,,
"Grimes, Beier and Hickle",Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Laura Thompson,21/02/2024,Services,Sales Accepted,4,,,1800,80,11/01/2025,,,
"Hudson, Bins and Feeney",Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Sarah Davis,06/01/2024,Custom solution,Sales Accepted,4,,,3218,10,08/03/2024,,,
"Kreiger, Dooley and Bradtke",Portugal,38.736946,-9.142685,Construction & Engineering,Medium (201-500),Michael Brown,25/03/2024,Services,Sales Accepted,4,,,5348,20,23/03/2025,,,
Kessler-Mohr,Portugal,38.736946,-9.142685,Energy & Utilities,Medium (201-500),Laura Thompson,15/01/2024,SAAS,Sales Accepted,4,,,5769,50,16/06/2024,,,
"Ward, Grimes and Fay",Austria,48.210033,16.363449,IT & IT Services,Medium (201-500),Emily Johnson,08/02/2024,SAAS,Sales Accepted,4,,,4554,50,27/11/2024,,,
"Kling, Crooks and Wisozk",Portugal,38.736946,-9.142685,Agriculture & Mining,Medium (201-500),Sarah Davis,20/03/2024,Services,Sales Accepted,4,,,7249,30,11/11/2024,,,
Feil LLC,Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Michael Brown,11/05/2024,Custom solution,Sales Accepted,4,,,4545,100,22/09/2024,,,
Hansen-Erdman,Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Laura Thompson,25/01/2024,Services,Sales Accepted,4,,,7593,50,06/05/2024,,,
"Russel, Rice and Emard",France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,29/03/2024,SAAS,Sales Accepted,4,,,7630,100,20/11/2024,,,
"Goldner, Muller and Waelchi",Switzerland,46.204391,6.143158,Telecommunications,Medium (201-500),Laura Thompson,19/02/2024,Services,Sales Accepted,4,,,6638,50,21/05/2024,,,
"Kuhlman, Romaguera and Goldner",Spain,40.416775,-3.703790,Manufacturing & Production,Medium (201-500),Emily Johnson,29/05/2024,Services,Sales Accepted,4,,,7037,30,08/11/2024,,,
Torp-Bogan,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Kevin Anderson,07/04/2024,SAAS,Sales Accepted,4,,,2752,40,20/08/2024,,,
"Beier, Dare and Feest",France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Laura Thompson,19/05/2024,Services,Sales Accepted,4,,,6155,50,30/10/2024,,,
Mohr LLC,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Emily Johnson,07/02/2024,SAAS,Sales Accepted,4,,,922,60,15/06/2024,,,
